http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DE1739F934A35751C0A966958260	1990-02-07	Book Notes	2	"The article highlights a biography of Nelson Mandela highlighting his struggle due to be released"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D6153CF936A35751C0A966958260	1990-02-05	Companies Hold Firm On Pretoria	1	"Article just has a mention of Mandela planning to get freed"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D81E3EF931A35751C0A966958260	1990-02-02	If de Klerk Frees Mandela, Bush Will See Both	3	"Article has Nelson Mandela as main subject" 
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6DD1638F930A35751C0A966958260	1990-02-03	SOUTH AFRICA&apos;S PRESIDENT ENDS 30-YEAR BAN ON MANDELA GROUP; SAYS IT IS TIME FOR NEGOTIATION	3	"Article has Nelson Mandela as main subject" 	
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DA1738F930A35751C0A966958260	1990-02-03	South Africa&apos;s New Era;   In the Streets, Praise and Joy, and Also More Blood	2	"Article talks about F W de Klerk planning to soon release Mandela and a rally attended by Mandela's wife in Celebration" 
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DD1339F930A35751C0A966958260	1990-02-03	The World Is Moving	1	"Article has just one mention of Mandela saying something from Prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEEDB1F3BF937A35751C0A966958260	1990-02-04	Hope in South Africa;   Tide of Relief Follows Decades of Unrest, But Can Change Come From Negotiations	3	"Article has Mandela as main subject along with F W de Klerk" 
http://query.nytimes.com/gst/fullpage.html?res=9C0CEEDF1131F935A35751C0A966958260	1990-02-06	Mandela Set No Conditions For Release, an Aide Insists	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD7153AF937A35751C0A966958260	1990-02-04	In Townships, de Klerk&apos;s Move Is Met With Calm	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD71F39F930A35751C0A966958260	1990-02-03	South Africa&apos;s New Era;   Signals Not So Clear: Talks, but How?	3	"Article highlights the importance Mandela could have in South Africa's future"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD81F39F930A35751C0A966958260	1990-02-03	South Africa&apos;s New Era;   Excerpts From Address By de Klerk on Change	3	"Article contains address by F W de Klerk in which he talks about Mandela's release and how Mandela could play an important role in South Africa's future"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0D6123CF931A25751C0A966958260	1990-02-12	Quotation of the Day	0	"Article is just a quote by Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0D91431F93AA35751C0A966958260	1990-02-09	Chronicle	2	"Article of a content of letter written by Mandela accepting an honorary degree" 
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0DE1F3DF931A25751C0A966958260	1990-02-12	Broadcast in South Africa	3	"Article is about broadcast of release of Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1D7143BF932A25751C0A966958260	1990-02-11	What Mandela Wants: Statements at His &apos;64 Trial	3	"Article is about statements made by Mandela regarding his demands" 
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1D8123DF931A25751C0A966958260	1990-02-12	Heritage for the World	1	"Article just contains a side mention of Mandela's release"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1DB113FF930A25751C0A966958260	1990-02-13	&apos;Apartheid Has No Future&apos;	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1DF1E3DF931A25751C0A966958260	1990-02-12	&apos;Power!&apos; &apos;It Is Ours!&apos;	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1DF1F3DF931A25751C0A966958260	1990-02-12	NELSON MANDELA	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2D6163EF930A25751C0A966958260	1990-02-13	After 3 Decades, Mandela Measures Up to Legend	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2D71538F933A25751C0A966958260	1990-02-10	Why Isn&apos;t Nelson Mandela Free?	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2DE1030F933A25751C0A966958260	1990-02-10	Omens for South Africa	1	"Article is about Namibia and just has mention of the impression created by Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3D6153CF931A25751C0A966958260	1990-02-12	In Phone Call, Bush Invites Mandela to Visit Him	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3D7103FF931A25751C0A966958260	1990-02-12	Excerpts from President&apos;s News Conference on World Issues	1	"Article just has side mention of Mandela's release"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3DB173EF930A25751C0A966958260	1990-02-13	Mandela Sees Negotiations Soon Over Political Rights for Blacks	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3DD123AF932A25751C0A966958260	1990-02-11	Quotation of the Day	0	"Article is just a quote by Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3DF123CF931A25751C0A966958260	1990-02-12	Freedom for South African Releases Joy in New York	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4D61F3DF931A25751C0A966958260	1990-02-12	Around the World, Praise and Celebrations	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4DB123CF931A25751C0A966958260	1990-02-12	On Mandela&apos;s Walk, Hope and Violence	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4DF1E3BF932A25751C0A966958260	1990-02-11	Transcript of de Klerk&apos;s News Session on Mandela	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4DF1E3DF93BA35751C0A966958260	1990-02-08	Pretoria Aide Hints at Lifting of Emergency	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5D8143AF93BA35751C0A966958260	1990-02-08	Security Tight for Jackson On Arrival in South Africa	1	"Article talks about some politician who expects to be in South Africa on Mandela's release from prison and meet him"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DC143AF932A25751C0A966958260	1990-02-11	MANDELA TO GO FREE TODAY; DE KLERK PROCLAIMS ENDING OF &apos;CHAPTER&apos; AFTER 27 YEARS	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DE173AF932A25751C0A966958260	1990-02-11	South Africa&apos;s New Era;   Bush Calls Release a Bold and Significant Step	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DE173CF931A25751C0A966958260	1990-02-12	Frederik Willem de Klerk	1	"Article is mainly about F W de Klerk and just has a mention of him planning to release Mandela from prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6DD1F3DF931A25751C0A966958260	1990-02-12	MANDELA, FREED, URGES STEP-UP IN PRESSURE TO END WHITE RULE	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DB123AF93BA35751C0A966958260	1990-02-08	South Africa Democrats Seek a New Relevance	1	"Article just has a mention of Mandela getting released from prison" 
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DD1E3DF931A25751C0A966958260	1990-02-12	Transcript of Mandela&apos;s Speech at Cape Town City Hall: &apos;Africa It Is Ours!	3	"Article is a transcript from Mandela's Speech"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEED8173AF932A25751C0A966958260	1990-02-11	The Road From Apartheid Leads De Klerk and Mandela Together	3	"Article has Mandela and F W de Klerk as main subjects"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEEDB163CF931A25751C0A966958260	1990-02-12	A Firm Step, a Smile: Mandela Floods the Screen	3	"Article is about the events of Mandela's Release"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEEDD163EF930A25751C0A966958260	1990-02-13	Platinum and Gold Increase On Fear Over South Africa	1	"Article is mainly about price fluctuations in Platinum and Gold following the release of Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD7173AF932A25751C0A966958260	1990-02-11	NEWS SUMMARY	0	"The article is just a list of articles"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD8153EF930A25751C0A966958260	1990-02-13	The Lincoln Touch	2	"Article is mainly about praise of U.S. Politician Jackson over Mandela's Release and briefly mentions Jackson meeting with Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDA173AF932A25751C0A966958260	1990-02-11	Police Fired on Crowd, Jesse Jackson Asserts	1	"Article is about some shooting which happened one day before release of Nelson Mandela from Jail"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDC103FF93AA35751C0A966958260	1990-02-09	Threats to Mandela Worry Pretoria	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDF1239F933A25751C0A966958260	1990-02-10	Mandela Meets With Anti-Apartheid Coalition	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDF173EF930A25751C0A966958260	1990-02-13	Excerpts From Mandela Conference	3	"Article has answers given by Mandela in a conference following his release"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0D7123CF935A25751C0A966958260	1990-02-16	Whom to Root For	2	"Article talks about who to support between F W de Klerk and Mandela as just one pair among some other pairs"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0DE103EF930A25751C0A966958260	1990-02-13	It&apos;s Wake-Up Time	1	"Article just mentions that Mandela is capturing attention globally on Television"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1D8103EF930A25751C0A966958260	1990-02-13	Dow Plunges 29.06 on Slowest Day of Year	1	"Article is about Stock Index and just has a mention of how Mandela plans to materialize private industry"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1D81530F937A25751C0A966958260	1990-02-14	Excerpts From the Speech by Mandela in Soweto	3	"Article contains parts of a speech from Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1D91E30F937A25751C0A966958260	1990-02-14	After 27 Years, Mandela Moves Home to Soweto	3	"Article contains Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1DE1F30F93BA25751C0A966958260	1990-02-18	World Markets;   Volatility in South Africa&apos;s Markets	1	"Article is about South Africa market's falling after Mandela's release 
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2D91331F934A25751C0A966958260	1990-02-17	Warm Bath and Bromide	1	"Article just mentions Nelson Mandela getting freed by F W de Klerk"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2D9143AF936A25751C0A966958260	1990-02-15	Mandela&apos;s Day: Exercise and Uproar	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2DB1338F93BA25751C0A966958260	1990-02-18	Blacks in U.S. Gain Inspiration From Mandela	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3D81438F93BA25751C0A966958260	1990-02-18	Parallel Seen in Mandela Release And Shifts to Black Rule in Africa	2	"Article is about another black leader who resembles characteristics of Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3D9143FF935A25751C0A966958260	1990-02-16	Anti-Apartheid Group Forming Stand on Changes	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3DA103EF930A25751C0A966958260	1990-02-13	Black South Africans in New York Area Are Upbeat but Cautious	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3DC1139F937A25751C0A966958260	1990-02-14	TOP PRETORIA AIDE SEES END TO RULE BY WHITE PARTY	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4D91030F934A25751C0A966958260	1990-02-17	Ex-Namibia Rebel Is Named President in Assembly Vote	1	"Article is about some leader from Namibia and just has a mention of Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4DA1430F937A25751C0A966958260	1990-02-14	De Klerk, Mandela - and Bush	3	"Article has Nelson Mandela and FW de Klerk as main subjects"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4DB153FF935A25751C0A966958260	1990-02-16	De Klerk Policy Condemned At White Rally in Pretoria	3	"Article mentions protests against Mandela getting freed from prison and has him as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DA103EF930A25751C0A966958260	1990-02-13	Bush Says He&apos;ll Keep Sanctions for Now	3	"Article has Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D71438F93BA25751C0A966958260	1990-02-18	Good or Just Lucky?	1	"Article is about US President George Bush and just has a mention of the release of Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D7163AF936A25751C0A966958260	1990-02-15	Some Find Mandela&apos;s Vision Limited	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D8103EF930A25751C0A966958260	1990-02-13	Has de Klerk Devised His Own Fall?	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6DC1239F937A25751C0A966958260	1990-02-14	Natal Violence Tied to Mandela&apos;s Release	1	"Article talks about some protests following Mandela's Release"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DB1F3CF935A25751C0A966958260	1990-02-16	Role in Trump v. Trump is a New One For a Lawyer Steeped in Social and Political Issues	1	"Article talks about Donald Trump's divorce and just contains a mention of Nelson Mandela getting released"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEED71F39F93BA25751C0A966958260	1990-02-18	WITH RETURN OF MANDELA, HIS WIFE IS RESCUED FROM POLITICAL OBLIVION	2	"Article has main subject as Winnie Mandela, wife of Nelson Mandela but has mentions of Nelson Mandela as well in between"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEED81638F93BA25751C0A966958260	1990-02-18	Now, to Negotiate The Contours of Apartheid&apos;s End	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEEDD103FF935A25751C0A966958260	1990-02-16	Jackson Meets Mandela	1	"Article just mentions some American Jackson meeting Mandela after him getting freed from jail"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEEDF103EF930A25751C0A966958260	1990-02-13	Sunrise in South Africa	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD8143EF93BA25751C0A966958260	1990-02-18	Group Show at a New Gallery	1	"Article is about some Art Work on Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDA1630F934A25751C0A966958260	1990-02-17	EXILED OPPOSITION TO SEND A PANEL TO MEET DE KLERK	2	"Article is some panel due to meet F W de Klerk also has mentions of Nelson Mandela's travel plans for Lusaka"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDE113CF935A25751C0A966958260	1990-02-16	Mandela Sees Basis for Talks on Power Sharing	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0D71E3CF933A15751C0A966958260	1990-02-20	Johannesburg Journal;   It&apos;s Mandela&apos;s Moment but No One Is Untouched	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1D71631F932A15751C0A966958260	1990-02-21	Britain, in Split With Europe, Eases Pretoria Ban	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3D61F3CF933A15751C0A966958260	1990-02-20	Dinkins and Florio Striving to Untangle Maze of Problems;   New York Mayor Moves On Some Issues Quickly But Challenges Remain	1	"Article is about some faced issues by NY Mayor Dinkins and just has a mention of Nelson Mandela getting freed"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3DF173AF93AA25751C0A966958260	1990-02-19	Jackson Brings &apos;Message&apos; From Mandela	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4D6163DF930A15751C0A966958260	1990-02-23	Pretoria Asserts Its Views Gain Support	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE4D91438F931A15751C0A966958260	1990-02-22	Pretoria&apos;s Defense Minister Knew Of &apos;Hit Squads,&apos; Newspaper Says	1	"The article is about some hit squads that existed in South Africa to kill anti-apartheid supporters and just has a mention of Mandela getting freed"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DC113EF932A15751C0A966958260	1990-02-21	South African Exiles Fear to Return	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D6133EF932A15751C0A966958260	1990-02-21	Platinum and Copper Rise On Concern About Supply	1	"Article is about prices of Copper and Platinum rising based on Nelson Mandela's Release"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D7123AF93AA25751C0A966958260	1990-02-19	In Pretoria: Last Throes of Marxism?	2	"Article is about changing Pretoria and has some mentions and lines by Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7D61638F931A15751C0A966958260	1990-02-22	Boston Clash on Mandela	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEED81539F936A15751C0A966958260	1990-02-25	Tribal Feuds Won&apos;t Let Up in South Africa&apos;s East	1	"Articles talks about some killings in South Africa still happening even though Mandela got already released from prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD61031F932A15751C0A966958260	1990-02-21	Book Notes	1	"Article just mentions biography of Mandela's life getting released"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFDC1739F931A15751C0A966958260	1990-02-22	Mandela: Our Cousin, a King	3	"Article is about Nelson Mandela influence on people"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1D6163CF930A35750C0A966958260	1990-03-03	About New York;   From Apartheid To Another Kind Of Apartness	1	"Article just has a mention of Mandela getting freed"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1DF123DF934A15751C0A966958260	1990-02-27	Jackson Says He Won&apos;t Run For Mayor of Washington	1	"Article is about some American Jackson not running for Mayor of Washington and just mentions him meeting with Nelson Mandela upon Mandela's freedom from prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2D61E38F931A35750C0A966958260	1990-03-02	Castro Asks Mandela to Visit	2	"Article is about invitation for Nelson Mandela to Cuba"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3D8123BF931A35750C0A966958260	1990-03-02	De Klerk Says He Didn&apos;t Know of Military Unit Linked to Killings	1	"Article just has a mention of Mandela's release from Prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3DE1E31F93BA15751C0A966958260	1990-02-28	U.S. and Cape Town Team Up to Train Managers	1	"Article just has a mention of Mandela's release from Prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5D61F30F936A15751C0A966958260	1990-02-25	Speaking for Himself	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5D91038F935A15751C0A966958260	1990-02-26	In Ratings Of Bush, Omens for Democrats	1	"Article just has a mention of Mandela's release from Prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DD123BF935A15751C0A966958260	1990-02-26	Mandela Urges Blacks of Natal to End Deadly Rivalry	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE6DE133FF93BA15751C0A966958260	1990-02-28	OLD ALLIES GREET MANDELA IN ZAMBIA	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DC1538F935A15751C0A966958260	1990-02-26	Reviews/Music;   Reggae Parables of Life in the Jamaican Ghettos of London	1	"Article talks about music about struggling man resembling Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DD1E30F936A15751C0A966958260	1990-02-25	The Editorial Notebook;   Young Lions, and Old	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DF143FF930A35750C0A966958260	1990-03-03	Mandela Named Effective Leader Of the African National Congress	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEED7143BF931A35750C0A966958260	1990-03-02	Anglo American Chairman, Apartheid Critic, to Retire	1	"Article is about some Apartheid Critic due to retire as some Company's Chairman and has a mention of him meeting with Nelson Mandela"
http://query.nytimes.com/gst/fullpage.html?res=9C0CEFD81739F932A35750C0A966958260	1990-03-01	Mandela Refuses to Make Concessions to Pretoria	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0DB1330F936A35750C0A966958260	1990-03-05	South African Political Prisoners Fasting	2	"Article is about South African prisoners going on fast and has some mentions of Nelson Mandela as well"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE0DF1031F937A35750C0A966958260	1990-03-04	Mandela&apos;s Rivals Want No Talks With Pretoria	1	"Article just has a mention of Mandela's release from Prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1DB1231F937A35750C0A966958260	1990-03-04	No.1 CONCERNS;   The New Dawn Is Casting Some Things In a Bad Light	0	"Article just has Mandela's Name"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE1DC1738F93AA35750C0A966958260	1990-03-09	Mandela in Zanzibar; Then Flies to Ethiopia	3	"Article has Nelson Mandela as main subject"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE2DA143BF935A35750C0A966958260	1990-03-06	Chicago Journal;   Setting Out To Dig Up A Buried Heritage	1	"Article just has a mention of Mandela's release from Prison"
http://query.nytimes.com/gst/fullpage.html?res=9C0CE3D7133BF935A35750C0A966958260	1990-03-06	Cape Town Death-Squad Inquiry Opens	0	"The article is about how death squads for anti-apartheid supporters planned once on killing Mandela's Lawyer"
